S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
398,Ward 16,7613,"बालाजु चोकदेखि बाइपाससम्म खाल्टाखुल्टी भएर दुर्घटना धेरै भयो।खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।
solutions सडक विभागसंग साम्वन्धित ",09/21/2023,सार्वजनिक निर्माण विभाग,closed
399,Ward 13,7611,"सोल्टिमोडको रोडमा खाल्टाखुल्टि भएर आवतजावतमा समस्या भयो। खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।
solutions सडक विभागसंग  सम्वन्धित ",09/21/2023,सार्वजनिक निर्माण विभाग,closed
400,Ward 3,7603,टिचिङ्ग र कान्ति बाल हस्पिटलको बिचमा रहेको बसुन्धरा जाने बाटो खनेर आवतजावतमा एकदमै समस्या भएको छ। बाटो चाडो बनाइदिनुहुन अनुरोध छ।,09/19/2023,सार्वजनिक निर्माण विभाग,closed
401,Ward 15,7595,"छाउनिबाट डल्लु जाने बाटोमा खाल्टा खुल्टि हिलाम्बै धुलाम्बै भएको छ। बिरामी ल्याउन लैजान सक्ने अवस्था छैन। बाटो चाडो बनाइदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",09/19/2023,सार्वजनिक निर्माण विभाग,closed
402,Ward 13,7586,छाउनिबाट डल्लुको बिचमा सिमाना मार्गमा रहेको बेला स्कुल नजिक बाटो बनाउन ठुलो ठुलो खाल्डा बनाएर पोखरि बनेको छ। बाटो चाडो बनाइदिनुहुन अनुरोध छ।,09/17/2023,सार्वजनिक निर्माण विभाग,closed
403,Ward 9,7581,"पशुपति भिजन पिंगला स्थान गौशालामा पानिले गर्दा बाटोमा प्वाल परेर बाटो खोक्रो भएको छ। प्वाल पुरिदिनुहुन अनुरोध छ।
solutions : सडक विभागसंग सम्वन्धित ",09/17/2023,सार्वजनिक निर्माण विभाग,closed
404,Ward 29,7575,"कालिका स्थानको बाटो बिग्रिएर हिड्न एकदमै असजिलो भयो। बाटो बनाइदिनहुन अनुरोध छ ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",09/15/2023,सार्वजनिक निर्माण विभाग,closed
405,Ward 4,7555,चुनदेवि लामटाङ्गि मार्गमा चाइनिजहरुको रातो पर्खाल अगाडी बाटोमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो। साथै पानि पर्दा खाल्डामा पानि भरिएर डेङ्गुको सम्भावना बडेर गयो। खाल्डा पुरिदिनुहुन अनुरोध छ।,09/13/2023,सार्वजनिक निर्माण विभाग,closed
406,Ward 11,7554,स्वास्थ्य मन्त्रालय र पुरातात्विक विभागको बिचमा रहेको फलामको पुल ओर्लन र झर्न एकदमै गाह्रो हुन्छ। हिड्न सहज हुनेगरि पुलको resizing गरिदिनुहुन अनुरोध छ।,09/13/2023,सार्वजनिक निर्माण विभाग,closed
407,Ward 29,7549,29 वडा सहयोग मार्गमा बैशाकमा टेण्डर खुलेको थियो। वर्षापछी भदौबाट सुरु हुन्छ भनको थियो अहिलेसम्म काम सुरु भएन अहिले जताततै खाल्टाखुल्डि छ मंगल फुटेर बाहिर आएको छ। पानि परेपछि बाटो हिड्न सकिदैन। बाटो चाडो बनाइदिनुहुन अनुरोध छ।,09/11/2023,सार्वजनिक निर्माण विभाग,closed
408,Ward 26,7538,"गंगबुबाट सामाखुशि जाने बाटो बिग्रिएर पानि पर्दा हिलामे हुन्छ र घाम लाग्दा धुलैधुलो हुन्छ। बाटो चाडो बनाइदिनुहुन अनुरोध छ।
solutions चक्रपथ सुधारसंग सम्वन्धित ",09/10/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
409,Ward 16,7528,नयाँ बजार बत्ति पोखरि बाटो एकदमै हिलो हिलो भएको छ। धेरै वर्ष भयो बाटो बनेको छैन। बाटोमा खाल्डाखुल्डि भएर आवतजावतमा एकदमै समस्या भयो। बाटो पिच गरिदिनुहुन अनुरोध छ।,09/08/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
410,Ward 4,7526,चुनदेवि लामटाङ्ग मार्गमा बाटो खाल्डाखुल्डि भएर पानि जमेको छ जसले ड्यगुको सम्भावन बडेको हुदा खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,09/08/2023,सार्वजनिक निर्माण विभाग,closed
411,Ward 13,7500,"बाफल चोकमा, साल्ट ट्रेडिङ पछाडि, टंकेश्वर जाने ताचालमा, गाइबाछा पार्टिमा तथा बाफल विजयमार्ग र ह्रायात प्यालेस क्षेत्रमा बाटो खाल्टाखुल्टि परेर आवतजावतमा असजिलो भयो । बाटो बनाइदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",09/05/2023,सार्वजनिक निर्माण विभाग,closed
412,Ward 13,7497,गाइबाछा पाटिको बाटो खाल्टाखुल्टि भएको छ तथा कुलेश्वर आवास क्षेत्रमा पनि बाटो खाल्टाखुल्टि भएर हिडन गाह्रो भयो। खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।,09/05/2023,सार्वजनिक निर्माण विभाग,closed
413,Ward 7,7490,"वडा नं ७ कुमारि मन्दिर क्षेत्रमा धाराको पाइप फुटेर पािन रातभरि बगेर गएर हिड्न अप्ठ्यारो भयो। पाइप बनाइदिनुहुन अनुरोध छ।साथै खाल्डाखुल्डि भएर पानि जम्ने जसले डेंगु बढ्न सक्ने अवस्था छ खाल्डो पुरिदिनुुहुन अनुरोध छ।
solutions : kukl संग सम्वन्धित ",09/04/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
414,Ward 32,7477,"पेप्सिकोला चोकबाट जडिबुटि पट्टिको बाटोमा १०, १२ वटा खाल्डाखुल्डि छन जसले गर्दा आवतजावतमा समस्या भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।
solutio0ns सडक विभागसंग सम्वन्धित ",09/03/2023,सार्वजनिक निर्माण विभाग,closed
415,Ward 29,7456,सिंहदरवार अनामनगर तर्फ रहेको वाटो मा धेरै खाल्डा खुल्डीहरु भएको धेरै भयो वनाउन ध्यानाकार्षण गरेको धेरै भयो काम भयन ।,08/31/2023,सार्वजनिक निर्माण विभाग,closed
416,Ward 25,7451,ईन्द्रचोक असन लगाएतका एरियामा सडक टालटुल गरेर निश्कीएको कचेडा रोडमै अलपत्र छाडेर हिडेकाले धेरै धुलो दुषित भयो उठाउनु पर्यो ।,08/30/2023,"सार्वजनिक निर्माण विभाग,Planning Monitoring &monitoring Department",closed
417,Ward 26,7444,सामाखुशि देगुमार्ग सगरमाथा चोक जाने बाटो २०८० आषाढ मसान्तसम्म पिच गर्ने भनेर बोर्ड राखेको छ। ग्राबेल गर्यो त्यसपछि कहि गरेको छैन। अहिले धुलो उडेर व्यापार व्यवसाय बन्द गर्न पर्ने भयो। यो बाकि पिच किन रोकिएको हो स्थानीय बासिलाइ जानकारि गराउनुपर्यो तथा चाडो बाटो पिच गर्नपर्यो भनि गुनासो आएको छ। आवश्यक कारबाहि गरियोस।,08/29/2023,सार्वजनिक निर्माण विभाग,closed
418,Ward 16,7429,"वालाजु २२ धारा अगाडी देखी चोक सम्म धेरै खाल्डा खुल्डीहरु छन तत्काल मर्मत गर्नु पर्यो 
solutions : सडक विभागसंग सम्वन्धित ",08/28/2023,सार्वजनिक निर्माण विभाग,closed
419,Ward 16,7421,"सोह्रखुट्टेदेखि बालाजुसम्मकव बाटो बिग्रिएर खाल्डाखुल्डि भयो। बाटो बनाइदिनुहुन अनुरोध छ।
solutions सडक विभागसंग सम्वन्धित ",08/27/2023,सार्वजनिक निर्माण विभाग,closed
420,Ward 27,7404,विर अस्पताल अगाडि खाल्डो माटोले पुरिएको छ। माटो राख्दा पानि पर्दा अझ बढि हिलो हुने तथा घाम लाग्दा धुलो हुने हुदा माटो नराखि ग्रबिल हालिदिनुहुन अनुरोध छ भनि सुझाब आएको छ।,08/24/2023,सार्वजनिक निर्माण विभाग,closed
421,Ward 27,7402,"२७ वडा अगाडिको बाटो एकदमै बिग्रिएको छ। बाटो बनाइदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",08/24/2023,सार्वजनिक निर्माण विभाग,closed
422,Ward 14,7400,न्यु डाइमण्ड एकेडेमि स्कुल अगाडिको बाटो भासिएर one way भएको छ। खाल्डाखुल्डि पनि पुरिदिनुहुन अनुरोध छ।,08/24/2023,सार्वजनिक निर्माण विभाग,closed
423,Ward 27,7399,"महावौद्द गुम्वा संगै वरी परी वाटो विग्रीयको ३ ४ वर्ष भयो वनेन ,धेरै गह्ररो भयो खाल्डा खुल्डी भयो पानि जम्यो हिलो भयो ।",08/24/2023,सार्वजनिक निर्माण विभाग,closed
424,Ward 7,7398,"आर्मि गल्फ कल्बको बिचबाट गृहेश्वरी मन्दिर जाने बाटोमा खाल्डाखुल्डि छ ।खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ। साथै १००, १५० मी. बाटो पनि पिच गर्नुपर्यो। साथै चाबेल यातायात कार्यालयको बाटो हिलामे छ।ग्राबिल हालिदिनुहुन अनुरोध छ।",08/23/2023,सार्वजनिक निर्माण विभाग,closed
425,NoWard,7377,"सेतो मच्छेन्द्र नाथको रथ तान्ने रुटहरु जस्तै लगन ,जैशीदेवल,ओमवहाल,लगाएतको क्षेत्रमा वाटो अस्थाई रुपमा १ महिना पनि नटीक्ने गरी वनाईन्छ यसतो गर्न भन्दा स्थाई रुपले वनायो भने कमक्षति र लगानी वच्छ भन्ने सुझावछ ।",08/20/2023,सार्वजनिक निर्माण विभाग,closed
426,Ward 29,7376,"अनामनगर म्युजिक नेपालको सानो गल्लिमा बाटोमा खाल्डो भएर पानि पर्दा पानि तालिएर आवतजावतमा समस्या भयो। साथै डेन्गुयको पनि महामारि हुन सक्छ। खाल्डो पुरिदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",08/13/2023,सार्वजनिक निर्माण विभाग,closed
427,Ward 16,7337,"बनस्थलि चोकबाट  १५० मि अगाडि भगवान पाउ जाने बाटोमा बाटो खाल्डो भएर आवतजावतमा समस्या भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।
solutions           काम                      हुदैछ ",08/15/2023,सार्वजनिक निर्माण विभाग,closed
428,Ward 16,7336,,08/15/2023,सार्वजनिक निर्माण विभाग,closed
429,Ward 31,7331,"भिमसेनगोला भित्र भुपिसेरचन मार्गमा बाटो हिलाम्मे भएर आवतजावत गर्न एकदमै अप्ठ्यारो भयो। बाटो बनाइदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",08/15/2023,सार्वजनिक निर्माण विभाग,closed
430,Ward 4,7327,"चुनदेवि क्यानटनक्लब घर अगाडी बाटो भासिएको छ। बाटो बनाइदिनुहुन अनुरोध छ।
विस्तृत विवरण सहित पठाउनुहुन ",08/15/2023,सार्वजनिक निर्माण विभाग,closed
431,Ward 30,7285,"शहिद मार्ग देखि आलोक मार्ग सम्म ढल खनेर राम्रो सं‌ग नपुरेर हीलो हीलो भयो ।
saolutions कुन निकायबाट भएको हो विस्तृत विवरण पठाईदिनुहुन",08/08/2023,सार्वजनिक निर्माण विभाग,closed
432,Ward 29,7264,मैतिदेवि मन्दिर पछाडि ढल मंगलले नछोपेको अवस्था छ जसले दुर्घटना हुने सम्भावना धेरै भयो। ढलको मंगल राखिदिनुहुन अनुरोध छ।,08/02/2023,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
433,Ward 3,7247,"महाराजगञ्ज भाटभटेनिसगै रहेको मिलिजुलि टोलमा केहि ठाउँमा ८, १० फिटको बाटो छ। अहिले पिच हुन लागेको छ। केहि व्यक्तिको अवरोधका कारण बाटो बिस्तार हुन सकेको छैन। बाटोको चौडाइ बढाइ पिच गर्न पाए हुने भनि सुझाब आएको छ।",07/31/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
434,Ward 13,7241,टंकेश्वर विष्णुमति पुलमुनि पानि जमेर आवतजावतमा समस्या भयो। जमेको पानि निकास गरिदिनुहुन अनुरोध छ।,07/30/2023,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
435,Ward 29,7231,"अनाम नगरको विगमार्ट संगै जोडीएको सडक जिर्ण भयको ३/४ महिना भइसक्यो,डेङगु फैलिन थाल्यो खाल्डा खुल्डी परीएन पुर्नु पर्यो ।",07/28/2023,सार्वजनिक निर्माण विभाग,closed
436,Ward 29,7230,,07/28/2023,सार्वजनिक निर्माण विभाग,closed
437,Ward 16,7208,"बालाजु विष्णुमति करिडोर देब्रेपट्टि ढल प्वाल परेको ६ महिना भयो। बाइकहरु धेरै दुर्घटना भइसक्यो।ढल बनाइदिनुहुन अनुरोध छ।
solutions सडक विभाग संग सम्वन्धित ",07/25/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
438,Ward 26,7206,"लैनचौर डी डी सि पछाडी ठुला ठूला खाडलहरु छन पुर्नु पर्यो ।
solutions   काम हुदैछ ।",07/25/2023,सार्वजनिक निर्माण विभाग,closed
439,Ward 9,7201,"बत्तिस पुतलि सुर्यविक्रम मार्गमा बाटो खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो। खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",07/24/2023,सार्वजनिक निर्माण विभाग,closed
440,Ward 13,7192,कालिमाटिबाट साल्ट ट्रेरिङ्ग जाने विगमार्ट जाने  ताहाचाल बगैचा मार्गमा बाटोको अवस्था करिब ८ महिना देखि बिग्रिएको अवस्थामा छ जसले आवतजावतमा एकदमै समस्या भयो। बाटो चाडो पिच गरिदिनुहुन अनुरोध छ।,07/23/2023,सार्वजनिक निर्माण विभाग,closed
441,Ward 8,7191,एयरपोर्ट वाट गुहेश्वरी जाने वाटो जिर्ण छ पिच गर्नु पर्यो ।,07/23/2023,सार्वजनिक निर्माण विभाग,closed
442,Ward 13,7189,काठमाडौ इन्जिनियरिङ कलेज नजिक टिवि  अस्पताल नजिक बाटो हिलामे भएर हिड्न गाह्रो भयो। चाडो बाटो पिच गरिदिनुहुन अनुरोध छ।,07/23/2023,सार्वजनिक निर्माण विभाग,closed
443,Ward 3,7182,वडानं ३ स्थित वसुनधरा खाडी वस्ति मार्गमा वाटो जिर्ण भएर धेरै खाल्डा खुल्डीहरु छन पुर्नु पर्यो ।,07/22/2023,सार्वजनिक निर्माण विभाग,closed
444,Ward 28,7172,भक्तपुर वसपार्क वागवजार को रोडमा साईडड्रेनको जाली कवाडीहरुले चोरेर लगेको १ वर्ष भयो हालेको छैन पुरै हीलो जाम भएर निकाश वन्द छ ।,07/20/2023,सार्वजनिक निर्माण विभाग,closed
445,Ward 32,7154,महादेवस्थान मदन भण्डारि मेमोरियल पुस्तकालय नजिकको बाटो खाल्डाखुल्डि भएर पानि जमेर आवतजवातमा समस्या भयो। खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,07/18/2023,सार्वजनिक निर्माण विभाग,closed
446,Ward 11,7145,थापाथलि प्रसुतिमार्गमा मंगलको ढकन निस्किएको अवस्थामा छ। राम्रो सगँ ढकन राखिदिनुहुन अनुरोध छ।,07/17/2023,सार्वजनिक निर्माण विभाग,closed
447,Ward 1,7134,सितल निवास पछाडी २ नं गेट वाट सामाखुशि निस्कने वाटो अत्यन्त जिर्णछ वनाउनपरो ,07/16/2023,सार्वजनिक निर्माण विभाग,closed
448,Ward 31,7128,शान्तिनगर जनमार्ग घर नं १३६ अगाडि बाटो खाल्डाखुल्डि छ जसले गर्दा वर्षायाममा पानि जम्ने समस्या भयो। खाल्डो पुरिदिनुुहन अनुरोध छ।,07/14/2023,सार्वजनिक निर्माण विभाग,closed
449,Ward 6,7124,बौद्ध तीनचुलि चोकमा हिड्ने बाटोमा खाल्टाखुल्टि भएकोले हिड्न मुस्किल भयो। खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।,07/14/2023,सार्वजनिक निर्माण विभाग,closed
450,Ward 13,7119,टंकेश्वर विष्णुमति पुल मुनि १३ वडा पट्टिको बाटो सुरुमै बन्दाखेरि ठेकेदारले बिगारेर पानि जाम भएको छ। जम्मा भएको पानि निकासा गरिदिनुहुन अनुरोध छ।,07/13/2023,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
451,Ward 11,7102,"माइतिघर मण्डलाबाट अन्नपुर्ण न्युरो हस्पिटल जाने छेउमा मंगालको ढकनि चोरले लगेको छ। त्यहा बिर्को नहुदा पिकअप गाडी पस्ने, पैदलयात्रि, बाइक खस्न सक्छ। ढकनि राखिदिनुहुन अनुरोध छ।",07/11/2023,सार्वजनिक निर्माण विभाग,closed
452,Ward 9,7100,धोविखोला करिडोर रातोपुल देखी सेतो पुल सम्म धेरै खाल्डा खुल्डीहरु छन वाटो जिर्ण छ वनाउनु पर्यो ।,07/11/2023,सार्वजनिक निर्माण विभाग,closed
453,Ward 28,7095,शंकरदेव साइटको टुकुचा खोलामा बार नलगाएकोले त्यहा हिड्ने जोसुकै  खोलामा खसेर दुर्घटना हुन सक्छ। खोलामा बार लगाइदिनुहुन अनुरोध छ।,07/11/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
454,Ward 26,7093,सामाखुसि म्यैपि जाने बाटो असार १५ गतेसम्म पिच गर्ने भनेर बोर्ड टासेको छ तर अहिलेसम्म पनि बनिसकेको छैन। जसले धुलो माटोमा बस्न एकदमै गाह्रो भयो। बाटो चाडो बनाउन आवश्यक सहयोग गरिदिनुहुन अनुरोध छ।,07/11/2023,सार्वजनिक निर्माण विभाग,closed
455,Ward 15,7086,बालाजु पुलमा रहेको भ्यालि कोल्ड स्टोरदेखि इन्द्रायणि जाने बाटोमा बाटोभरि खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो।त्यस्तै फलफुल चोकबाट इन्द्रायणि जाने बाटोमा पनि खाल्डाखुल्डि छ। पुरिदिनुहुन अनुरोध छ।,07/10/2023,सार्वजनिक निर्माण विभाग,closed
456,Ward 14,7079,कुलेश्वर फलफुल मंडीले अगाडी पिच गर्न दिदैन जस्ले गर्दा धेरै हिलो खाल्डा खुल्डी भयो ।,07/10/2023,सार्वजनिक निर्माण विभाग,closed
457,Ward 7,7071,७ वडा गोपिकृष्ण हल देखि धोविखोला बाटोमा धेरै नै खाल्डाखुल्डी भएको छ। खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,07/09/2023,सार्वजनिक निर्माण विभाग,closed
458,Ward 7,7068,"चाबेल गणेशस्थान मन्दिर देखि चाबेल चोकसम्म ५००,६०० मिटर बाटोमा ७,८ वटा खाल्डाखुल्डिहरु छन। पुरिदिनुहुनुहुन अनुरोध छ।",07/09/2023,सार्वजनिक निर्माण विभाग,closed
459,Ward 10,7050,१० वडा मा रहेको धोविखोला करीडोर सेतो पुल छेउमा हाल सालै  पिच गरेको ठाउमा पानि जमो वनाउनु परुयो ।,07/05/2023,सार्वजनिक निर्माण विभाग,closed
460,Ward 15,7049,का म पा १५ स्थित विजेश्वरी सैनीक आवासिय मा वि मा वाटोको पेटी अग्लो वनाएर वाटोमा पानी जमेर हीलो भयो निकाश भएन  हेर्नु पर्यो ।,07/05/2023,सार्वजनिक निर्माण विभाग,closed
461,Ward 15,7048,१५ तुलसी धारा वाट विजेश्वरी सैनीक आवास जाने वाटोमा रातको समयमा चाोरको विगविगि वढेर लुटपाट हुने हुदा वत्ती को व्यवस्था गरीदिनु परो वडा लाई भन्दा सुनुवाई भएन ।,07/05/2023,सार्वजनिक निर्माण विभाग,closed
462,Ward 7,7044,चाबेल गणेशस्थान देखि चाबेल चोकसम्म खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो । खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,07/04/2023,सार्वजनिक निर्माण विभाग,closed
463,Ward 32,7039,जडिबुटि नरेफाट क्षेत्रमा बाटोमा खाल्डाखुल्डि भएर गाडि तथा बाइक चलाउन गाह्रो भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।,07/04/2023,सार्वजनिक निर्माण विभाग,closed
464,Ward 10,7036,शंखमुल पुलमा लाइट भए रातको समयमा हिड्डुल गर्न सजिलो हुने थियो भनि गुनासो आएको छ।,07/03/2023,सार्वजनिक निर्माण विभाग,closed
465,Ward 30,7025,मैतिदेवि चोकबाट सेतो पुल जाने कृषि विकास बैक नजिकको गल्लिमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो । खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,07/02/2023,सार्वजनिक निर्माण विभाग,closed
466,Ward 16,7023,"खुसिबु टाउनप्लानिङ्ग भित्र धेरै खाल्डाखुल्डि खनेर त्यसै छाड्दा वृद्धवृद्धा, बालबालिका तथा सर्वसाधारण हिड्न गाह्रो भयो। बाटो चाडो बनाइदिनुहुन अनुरोध छ।",07/02/2023,सार्वजनिक निर्माण विभाग,closed
467,Ward 7,7015,चावहिलको चुचेपाटी नपुग्दै म्यन रोडमै ठूलो खाल्डो परेको छ पुर्न् परो ।,06/30/2023,सार्वजनिक निर्माण विभाग,closed
468,Ward 31,7005,"वडा नं ३१ संगम चोकबाट टाउन डिलाइ क्याफेको बाटो १०, १५ दिन अगाडि पिच गरेको पिच गरेको बिच भागमा ठुलो प्वाल परेको छ। त्यसमा बच्चा तथा वृद्धहरु पर्न सक्छ।प्वाल छिटो पुरिदिनुहुन अनुरोध छ।",06/28/2023,सार्वजनिक निर्माण विभाग,closed
469,Ward 25,7003,भोटेबहालमा ब्लक छाप्ने काममा आ आफ्ना स्वार्थमा राम्रोसंग काम भएको छैन। अनुगमन गरिदिनुहुन अनुरोध छ।,06/28/2023,सार्वजनिक निर्माण विभाग,closed
470,Ward 30,6989,शान्तिनगर भित्र जनमार्गमा (बाग्मति बाट कारेश्वर मन्दिर जाने बाटोमा)  भएको पिच बाटो भत्काइ पुन पिच गर्न खाल्डाखुल्डिमा बेस हालेको थियो तर अहिलेसम्म पनि बाटो पिच नबनाएको हुदाँ बेस उत्रिएको छ जसले बाटो अझ खाल्डाखुल्डि भएर बाटोमा पानि जमेको छ। बाटो चाडो पिच गरिदिनुहुन अनुरोध छ।,06/27/2023,सार्वजनिक निर्माण विभाग,closed
471,Ward 24,6987,काठमाडौ महल अगाडि महलको पार्किङ्ग प्रवेश गर्ने क्षेत्रमा फुटपाथ नबनाएको धेरै भयो जसले गर्दा सर्वसाधारण लाइ हिड्न गाह्रो भयो। साथै बाटोको छेउमा पानि जमेको छ जसले गाडि तथा सर्वसाधारणलाइ हिड्न पनि असजिलो भएको छ। चाडो फुटपाथ निर्माण गर्दिनुको साथै जमेको पानि को निकास निकालिदिनुहुन अनुरोध छ।,06/27/2023,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
472,Ward 6,6982,चावहील गणेश स्थान वर पर धेरै ठुला खाल्डा खुल्डीहरु छन टाल्नु परयो ,06/26/2023,सार्वजनिक निर्माण विभाग,closed
473,Ward 10,6973,वानेश्वर भूपिशेरचन मार्ग मा वाटो अति जिर्ण छ  वनाउनु पर्जयो र थाभावि पर्कीङले अस्त व्यस्त छ  ,06/25/2023,सार्वजनिक निर्माण विभाग,closed
474,NoWard,6965,"टेकुको पुल, सुन्धारा वरिपरिको infrastructure  तथा वडा नं १३ र १५ बिचको बाटो खनेर त्यसै छाडेको छ । जसले गर्दा आवतजावतमा सर्वसाधारणलाइ एकदमै असजिलो भएको छ। पुल तथा बाटो चाडो बनाइदिनुहुन अनुरोध छ।",06/23/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
475,NoWard,6962,काठमाडौ अगाडी पानि जमेर यात्रुहरुलाइ हिड्न एकदमै गाह्रो भयो। पानि हटाइदिनुहुन अनुरोध छ। साथै साना साना खाल्डा खुल्डि पनि छन।खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ।,06/23/2023,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
476,Ward 1,6958,बनस्थलिमुनि ढुङ्गेधाराको क्षेत्रमा खाल्टाखुल्टि भएर दुर्घटना समेत भइसक्यो। खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।,06/22/2023,सार्वजनिक निर्माण विभाग,closed
477,Ward 6,6952,चुच्चेपाटी चावहील को मासाङ लमुचोक वाट पानिट्याँकी तर्फ जाने वाटो मा पिच काटेर ढल वनाउन लागेकोछ तर ह्युपाईप राखेर व्यवास्थित गर्नुको सट्टा ईटाले गाह्ररो लगाएर ढल वनाएकोछ यो कती दिन टीकछ राम्रो वनाउनु पर्यो ।,06/22/2023,सार्वजनिक निर्माण विभाग,closed
478,Ward 1,6950,अन्नपुर्ण होटल देखि दरबारमार्गसम्म ठाउँठाउँमा ढल जमेको अवस्था छ। हाल त्यहा मार्बल छाप्ने कुरा सुनियो ढल सफा गरेर मात्र बाटोमा मार्बल बिछ्याउनुपर्यो भनि सुझाब आएको छ।,06/21/2023,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
479,NoWard,5949,का.म.पा मा दृष्टिविहिन तथा अपाङ्गमैत्रि सडक बनाइदिनुहुन अनुरोध छ।,06/20/2023,"सार्वजनिक निर्माण विभाग,सामाजिक विकाश विभाग",closed
480,Ward 10,5948,संखमुलमा रहेको पुरानो पुलमा खाल्डा परेको छ। खाल्डा पुरिदिनुहुन अनुरोध छ। साथै पुलमा बत्तिको पनि व्यवस्था गरिदिनुहुन अनुरोध छ। ,06/20/2023,सार्वजनिक निर्माण विभाग,closed
481,Ward 16,5922,ढुङ्गेधाराबाट रानिबन जाने बाटोमा खाल्डाखुल्टि भएर आवतजावतमा समस्या भयो। बाटो बनाइदिनुहुन अनुरोध छ।,06/15/2023,सार्वजनिक निर्माण विभाग,closed
482,Ward 16,5921,रिङ्गरोडबाट ढुङ्गेधाराबाट राधाकृष्ण जाने बाटोमा खाल्टाखुल्टी भएको धेरै समय भयो। बाटो बनाइदिनुहुन अनुरोध छ।,06/15/2023,सार्वजनिक निर्माण विभाग,closed
483,Ward 32,5916,जडिबुटि पुष्पाञ्जलि मार्गमा बाटो बनाउदा ओभरल्याप गरेको सबै चिरा चिरा भएर भत्कियो। अनुगमन गरि कारबाहि अघि बढाउन अनुरोध छ।,06/15/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
484,Ward 16,5915,बालाजु नया बजारको खोला नजिक रहेको भ्यालि कोल्ड स्टोर नजिक फुटपाथ नै बनाएको छैन जसले हिड्न असजिलो भयो। फुटपाथ बनाइदिनुहुन अनुरोध छ। त्यस्तै बालाजु पुलको बार भत्कने अवस्थामा छ मर्मत गरिदिनुहुन अनुरोध छ।,06/15/2023,सार्वजनिक निर्माण विभाग,closed
485,Ward 32,5913,सेतोपुलबाट रातोपुलको विचको फलामको हरियो पुल नजिक बाटो खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो। खाल्डो पुरिदिनुहुन अनुरोध छ।,06/15/2023,सार्वजनिक निर्माण विभाग,closed
