S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
389,Ward 30,15024,कामपा ३० ज्ञानेश्वर विष्णुपादुका मार्ग ज्ञानधारा आनन्दभैरव नेर बाटामा निर्माण सामग्री राखेर आवतजावत गर्न असहज हुनुका साथै दुर्घटना पनि भइराखेको छ । उठाउनुपर्यो ।,01/21/2025,नगर प्रहरी बल,open
390,Ward 8,15022,"वडा नम्बर ८। पिंगलास्तान। मसला दरबार रेस्टुरेन्टले दैनिक स्पिकरहरू मार्फत ठूलो स्वरमा संगीत बजाउँछ। तिनीहरू राति अबेरसम्म, कहिलेकाहीँ राति ११ बजेसम्म पनि बजाउँछन्। जनतालाई बाधा पुर्‍याउने काम बन्द गर्न अनुरोध गर्दै।",01/21/2025,नगर प्रहरी बल,closed
391,Ward 20,15020,वडा नं. २० स्थित रोलिङ स्टोन स्कुल सगैँ छिमेकीले कपडा सिलाउने मेसिन चलाएर रातभरी डस्टर्ब गरेको भनि गुनासो आएको ।,01/20/2025,नगर प्रहरी बल,closed
392,Ward 32,15018,शान्तिनगर गेट वरपर फुटपाथमा साईकल र ठेलागाडाहरुले व्यापार गरेर बाटो हिड्न तथा स्थानीय व्यापारिहरुलाई समेत असर पर्यो । तुरुन्तै नियन्त्रण गरिदिनु हुन ।,01/20/2025,नगर प्रहरी बल,closed
393,Ward 15,15017,धिमेला मार्ग डल्लु चौक चौतारा मा बाटोमा घर निर्माण सामाग्री बालुवा राखि बाटो अवरुद्ध गरेकोले हटाउन माग गरिएको ।,01/20/2025,नगर प्रहरी बल,closed
394,Ward 15,15012,"कामपा १५ वडा डल्लु धिमिले चोकमा बाटो ढलान गर्ने कार्य सम्पन्न भइसकेको भएपनि  गिटी, बालुवा जस्ता निर्माण सामग्रीहरु बाटोमा यतिकै छोड्दा २/३ पल्ट एक्सिडेन्ट पनि भइसक्यो र धुलो उडेर बसि नसक्नु भएको छ । तुरुन्त उठाइदिनुपर्यो ।",01/20/2025,नगर प्रहरी बल,closed
395,Ward 26,15010,छायाँ सेन्टर नजिक रोयल क्याफे अगाडी पुरानो घर माथि विना नाप नक्सा ट्रष्ट राखेको छ । कारवाहि गर्नु पर्यो भनि गुनासो आएको ।,01/19/2025,नगर प्रहरी बल,closed
396,Ward 14,15008,वडा नं. १४ लामापाटी भन्ने ठाउ्ँमा ठेलामा विगत धेरै दिन देखी अनाधिकृत ढंगले पानीपुरी तथा अन्य खानेकुरा व्यापार गर्दा गाडी गुडाउन समस्या भएको भन्दै हटाउन माग गर्दै गुनासो आएको ।,01/19/2025,नगर प्रहरी बल,open
397,Ward 5,15003,There is a microfiber fiber factory in Handigaon right next to Mel Milap Ayog. This is an illegal structure/business in a Heritage area.,01/19/2025,नगर प्रहरी बल,closed
398,NoWard,15002,काठमाडाै महागरपालिका भित्र पर्ने कलंकी LRI SCHOOL संगै काे बाटाे दहचाेक र थानकाेट सम्म जाने सवारिकाे लागि छाेटाे रुट पर्ने हुदा सवारिकाे अत्याधिक चाप +उक्त सडकमा फुटपाथ हुँदै नभएकाे र केही ठाउमा भएकाेमा पनि विविध अवराेधहरू भई पैदल यात्रिलाई एकदमै गाह्राे परिरहेकाे कुरा मेयर साब लाई अवगत गराउन चाहान्छु ।विहानकाे अफिस टाईम र वेलुका ४-६ बजे सम्म काे समयमा महानगरपालिकाकाे टाेली आएर फिल्ड भिजिट गर्नुभएमा तस्विर आफै बाेल्नेछ ।,01/19/2025,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
399,Ward 8,15000,"Ward 8, pingalastan. Masala darbar restaurant has started to play speakers all day and long into the night. They play speakers upto 11 at night making it disturbing for the neighborhood. Request to put a stop to their speakers and have them play a only they can hear.",01/19/2025,नगर प्रहरी बल,closed
400,NoWard,14999,विशाल बजार आसपास ८-१० जना भारतीय तेस्रो लिङ्गि व्यक्तिहरुले बाटो हिड्ने व्यक्तिहरु सँग पैसा माग्ने गरेका छन । यसको उचित समाधान होस ।,01/18/2025,नगर प्रहरी बल,closed
401,Ward 2,14997,Naxal Chinese embassy agadi footpath block hune gari nirman samagri rakhiyeko le hidna garo vayeko gunaso garna chahanxu,01/17/2025,नगर प्रहरी बल,closed
402,Ward 7,14994,"कामपा ७ वडा मित्रपार्क, मैजुवहाल, शान्ति गोरेटो आदि ठाउँ ठाउँमा ठेलागाडा, साईकल लिई फुटपाथमा ब्यापार गरिरहनुभएको छ । उठाउनुपर्यो ।",01/17/2025,नगर प्रहरी बल,closed
403,Ward 7,14993,वडा नं. ७ चाबहिल वाट वौद्ध जाने बाटो तर्फ चुच्चेपाटी के एल टावर नजिकै विगत धेरै दिन देखी हातमा कागज पर्चा लिएर बाटोमा हिड्ने मानिसहरुलाई बाड्ने  गरेको र त्यसले बाटोमा फोहोर बनाएको साथै मान्छेलाई समस्या भएको गुनासो आएको ।,01/17/2025,नगर प्रहरी बल,closed
404,Ward 15,14989,वडा नं. १५ ढिमे ल्यो स्वयम्बु जाने पुरानो मुल बाटोमा घर बनाउने मान्छेले निर्माण सामाग्री बाटोमा राखेर बाटो नै अवरुद्ध बनाएको भनि गुनासो आएको र तुरुन्त हटाइदिनु भनिएको ,01/17/2025,नगर प्रहरी बल,closed
405,Ward 21,14988,jaisidewal kwohiti bahal najikai chimeek sahakari ko manxhe le ghar aagdi fohar garxha dheraijaso.cctv footage pani cha.,01/16/2025,"नगर प्रहरी बल,वातावरण विभाग",closed
406,NoWard,14977,Some students were playing playing football in an open area that might be someone's land .but the neighbour felt insecure and broken football n sports items as well as threaten them to beat if came to play again. Nothing was damaged to his house except making noise. So now students are in mental stress . Please request to take necessary action against the bullying man and to compensate from him about those equipments. Thank you.,01/14/2025,नगर प्रहरी बल,closed
407,Ward 11,14976,वडा नं. ११ स्थित त्रिपुरेश्वरको भाटभटेनी अगाडी स्टल राखेर सामानहरुको प्रचार प्रसार तथा माइकिड्ड गरेर ध्वनी प्रदुषण गरेको भनि गुनासो आएको र तुरुन्तै रोक्नु भनिएको ।,01/14/2025,नगर प्रहरी बल,closed
408,Ward 22,14975,संकटा मन्दिर जाने गेट ढुंगाना चिया पसल नेर रहेको रेष्टुरेन्टले वाहिर नै खाजा पकाउने गरेर बाटोमा हिँड्ने मानिसलाई डिस्टर्व गरिराखेको छ भन्ने गुनासो आएको छ ।,01/14/2025,नगर प्रहरी बल,closed
409,Ward 10,14974,नयाँ बानेश्वर संसद भवन पूर्व पट्टी Uniglobe College जाने बाटोमा बाइक पार्किङ्ग गरेर आवतजावत गर्न कठिनाई हुनुका साथै दुर्घटनाको सम्भावना बढ्यो । हटाउनुपर्यो ।,01/14/2025,नगर प्रहरी बल,closed
410,Ward 16,14972,कामपा १६ वडा बालाजु बाइपास ओरालोमा ठेलागाडामा तरकारी बेचिरहेका छन् । उठाउनुपर्यो ।,01/14/2025,नगर प्रहरी बल,closed
411,Ward 14,14684,"Vehicles parked in no parking area near NBTC, Khasi bazar, Kalanki causing traffic jam during rush hours ",01/14/2025,नगर प्रहरी बल,closed
412,NoWard,14683,Ranibari Jungle xeu ko area ma raheko Nomads Restaurant ko afno parking nabhayeko ra bato ko euta lane xekiney gari belka teta parking hunxa ,01/14/2025,नगर प्रहरी बल,closed
413,Ward 16,14682,"Taudol Marga, Taudol K.M.C ward no.16 very high voltage high tension line muni nagar palikako permission Bina RCC Ghar Nirman garirayako chha first floor slap dhalan hudhai chha Maile dhari patak complain gare kunai karwai bhayena 16 ward ko staff lai paisa liye ra banauna Diye ko re!! ",01/14/2025,नगर प्रहरी बल,closed
414,Ward 27,14681,वडा नं. २७ असन चौक अन्नपुर्ण मन्दिर नजिकै फुटपाथमा तरकारी पसल तथा अन्य व्यापार गर्नु भनि असन सेवा समितिले विगत धेरै समय देखि पैसा उठाउदैँ आएको र त्यसै कारण व्यापारिहरुले फुटपाथमा पसल गरेर बाटोमा हिड्डुल गर्न समस्या भएको भनि गुनासो आएको।,01/13/2025,नगर प्रहरी बल,closed
415,Ward 13,14678,का.म.पा. १३ विष्णुमती नदी छेउमा पर्खाल बनाईरहेको अवस्था छ । नदीको २० मिटर मापदण्ड भित्र नै बनाईदैछ । यो पनि संरचना नै हो । कानूनले नै संरचना बनाउन रोक लगाएको अवस्था छ ।  तुरुन्त रोक्न लगाउन अनुरोध छ । ,01/14/2025,नगर प्रहरी बल,closed
416,NoWard,14676,लैनचौर Ncell Park र शान्ति स्कुलको बिचमा फुटपाथमा बुँगुरको मासु बेचिराखेको छ । हटाउनुपर्यो । ,01/13/2025,नगर प्रहरी बल,closed
417,NoWard,14674,Pepsicola Football ground najikai ko Balbatika school le jathavabi bato ma bike parking garne garekoxa . Bato ma emergency bela auna jana akdam aftaro vayekoxa. Sabai samaj le vanda pani nasuneko le karbai garnu parne xa. School lageko bela ma .Nagar prahari ko sahayog chaiyekoxa .,01/13/2025,नगर प्रहरी बल,closed
418,Ward 28,14672,"In Bagbazar at the end of VIP alley, some locals are charging parking fee. Which is totally illegal. So please take the quick action on them as soon as possible.
I hope my complain will get the priority for the action.",01/13/2025,नगर प्रहरी बल,closed
419,NoWard,14665,"My Dio scooter, numbered ba 74 pa 5965 has been lost on 2081/09/19 around 5 am. Please if  you have collected it , kindly inform me. Thank you",01/12/2025,नगर प्रहरी बल,closed
420,Ward 10,14664,नारायणेश्वर मार्ग रेडियो अडियो एफ एम स्टेशन अगाडीको बाटोमा निर्माण भइरहेको घरको निर्माण सामाग्री राखेर बाटो अवरुद्ध भएर हिड्न समस्या भएको भन्दै हटाउनु पर्यो भनि गुनासो आएको ।,01/11/2025,नगर प्रहरी बल,closed
421,Ward 32,14662,"Tinkune, Subidhanagar, kantipur hospital baata vitra sabai tira baato vari bagaralti parking garincha Bihaana dekhi beluki sammai. Vitri Sadak maa Saadhan chalaauna muskil vaeko cha. ",01/11/2025,नगर प्रहरी बल,closed
422,Ward 16,14661,वडा नं. १६ बालाजु तरुण मा.वि को गेटमा तरकारी बेचेर बसेको छ । हटाइदिनु पर्यो ,01/10/2025,नगर प्रहरी बल,closed
423,NoWard,14659,"मिति: २०८१/०9/23 श्री काठमाडौं उपत्यका विकास प्राधिकरण का.मा. पा, काठमाडौं। विषय: नक्शा/ डिजाइन, मापदण्डको पालना नगरी भवन बनाएको। भूकम्पले हल्लाएको १० तल्लाको भवन सुरक्षित छ कि छैन भनि जाँच पनि नगरको। भवन को भार क्षमता ५ तल्लाको तर भवन छ १० तल्लाको! महोदय, उपरोक्त, सम्बन्धमा, मैले लेखा कुरा सत्य हो बिश्वास नभै आफै आएर छानबिन गर्नुहोस् । वडालाई जानकारी गरि सकेको छ तर चुप लागेर बसेको छ। वार्ड कार्यालय लाई थाछ एसको बारा तर कै गरा छैन। किन नगर हो तपाई सोनु। सकली नवीनतम नक्सा, कागज, प्रमाण पत्र लुकाएको छ र पुरानो अमान्य नक्सा कागजहरू देखाउने गर्छ सरकारी कर्मचारी, प्रतिनिधिहरु लाइ। नवीनतम सरकारी छाप भाको पत्र र प्रतिलिपिलाई नकली भने र नमान्ने काम गर्छ केशर बहादुर पुरीले। अमान्य, पुरानो किता-कात अगाडिको नक्शामा थोरै जग्गा मात्र छ तर नवीनतम नक्सा अनुसार धेरै जग्गा भाको र सो जग्गामा भवनको क्षेत्र फल पनि धेरै भाको पुस्टि छ। काठमाडौं महानगरपालिका वडा नं. ११, माईतीघर कि.नं. २६३० को जग्गा र सो जग्गामा बनेको पक्की भवन र जग्गाको धनी (एकलौटी) केशर बहादुर पुरीले (फोन नं. ९८४०६००५४१) ५ (पाँच) तल्ला सम्म २०६२ (वि.सं.) सालमा नक्शा/ डिजाइन पास गरेको थियो। भवनको नक्शा/ डिजाइनको प्रतिलिपिले प्रस्ट देखाउ छ, भवन ५ (पाँच) तल्ला बनाउन नक्शा/ डिजाइन पास गरेको तर बनाएको छ १० तल्ला सम्म, अनुमति देको क्षेत्र भन्दा बादी क्षेत्रमा र सेट ब्याक छोडेको ठाउँमा कोठा, पानी टंकी र सम्रचना बनायाको छ। भवनको फोटोले नी स्पष्ट देखाउ छ। हजुरले वडामा करको फाइलमा, ५ (पाँच) तल्ला सम्म नक्शा/ डिजाइन पास गरेको प्रतिलिपि/प्रमाण बुझाएको पाउन हुन्छ। मापदण्डको ख्याल नगरी मापदण्ड बिपरित आफ्नै मन-मर्जीले १० तल्ला सम्म नियम मिचेर बनाएको भवनले तपाई, मलाई र अरुलाई सुरक्षाको आश्वासन कसरी देला। सो भवन बहालमा बस्नेहरूको लागि सुरक्षित लोहा र? लाखौ मान्छे हिँड् छन् तो भवन अगाडी को बाटोमा। मापदण्ड अनुसार भवन बनाएको छ र? विनासकारी भूकम्प पछि यो १० तल्लाको भवन सुरक्षित छ कि छैन? भबनको जाँच पनि गरेको छैन। जति सम्म नक्शा/ डिजाइन पास छ ता सम्म प्रयोग गर्न दिनु नभएको मा ताला लगाइ बन्द गर्नु, कुनै पनि कामको लागी (व्यक्तिगत वा ब्यापारिक प्रायोजनको लागी) प्रयोग हुन नदिनु र भत्काउन लाउनु। मापदण्ड अनुसार भवन नबनाएको, नराम्रो गुणस्तर र कमजोर भार क्षमता भाको यो भवनमा ठुलो दुर्घटना घटन सक्छ, जसबाट बहालमा बस्नेहरू, विद्यार्थी, पैदल यात्रुहरु घाइते अथवा मर्न पनि सक्छन्। भवन-जग्गाको नाप, जाँच, क्षेत्र भ्रमण, निरीक्षण गरेर सुरक्षित बाताबरण को सिर्जना गर्नु होल र केशर बहादुर पुरीलाई कानून ऐनबमोजिम उप-युत कारबाही र कदम चाल्नु होल। कडा कारबाही गर्नुपर्छ केशर बहादुर पुरीलाई। बाध्य बनाउनु पर्छ उनलाई नियम र मापदण्डको पालना गर्न। नगर प्रहरीले अवैध तल्ला सिल गर्ने अधिकार छ। अवैध तल्ला सिल भयो भनि केशर बहादुर पुरी बाध्य भर नया नक्शा/ डिजाइन पास गर्छन् नभै गर्दैन। २० वर्षसम्म नक्शा/ डिजाइन पास गरा छैन यो पाली पनि गरेदैना। केशर बहादुर पुरीलाई कारबाही भएन भने उनी उम्किन छन् र यो कुरा हराए र जानेछ। निवेदक",01/09/2025,नगर प्रहरी बल,closed
424,Ward 12,14658,टेकु हस्पिटल छिर्ने गल्लीमा फुटपाथमा फलफूल राखेर बेचेको छ । हामी सटरमा दर्ता गरेर कर बुझाएको व्यापारीलाई अप्ठ्यारो भयो । उठाइदिनुपर्यो ।,01/09/2025,नगर प्रहरी बल,closed
425,NoWard,14657,याक एण्ड यति होटल जाने बाटोमा रहेको खाली जग्गामा पार्किङ लगाएको छ । बिल दिँदैन । बढी बढी पैसा लिन्छ र दर्ता पनि गरेको छैन । कारवाही गर्नुपर्यो ।,01/09/2025,नगर प्रहरी बल,closed
426,NoWard,14655,"रातोपुल पुलिस बिट नेर करिडोर जाने साघुँरो बाटोमा रहेको एउटा ग्यारेजले बाटोमा नै  बाइक,गाडी बनाउँदा ट्राफिक जाम हुन्छ भन्ने गुनासो आएको छ ।",01/09/2025,नगर प्रहरी बल,closed
427,NoWard,14654,"Bg banquet new bus park nira footpath michara kapda rakhako X hidna footpath nai xena daily hidnu parxa mali , 10 choti maila bhanne sakako xu tai pani mandina ultai gale garxan ek choti teha jannu paro sir ",01/09/2025,नगर प्रहरी बल,closed
428,Ward 29,14652,मैतिदेवी पञ्चशिल मार्ग कुमारी बैंक अगाडी बर्गर हाउस सँगै बाइक पार्किङ गरेर आवतजावत गर्न नै कठिनाई भइराखेको छ । हटाउनुपर्यो ।,01/08/2025,नगर प्रहरी बल,closed
429,Ward 11,14651,"माइतिघर मण्डलाको अगाडी फुटपाथमा अत्यन्त व्यस्त रहने फुटपाथमा मोटरसाइकल धुने, बनाउने ग्यारेज बनाएर हिड्ने बाटोनै छैन । सारै सास्ती भयो तुरुन्तै हटाउनु पर्यो भनि गुनासो आएको ।",01/08/2025,नगर प्रहरी बल,closed
430,Ward 32,14650,वडा नं. ३२ स्थित जडिबुटीमा विगत ३ दिन देखि २ जना बालिका एक जना ११ वर्षको र १ जना १४ वर्षको बालिकाहरुलाई कसैले ट्राफिक जाम भएको बेलामा पैसा माग्न पठाउने गरेको पाइएको भनि गुनासो आएको ।,01/08/2025,नगर प्रहरी बल,closed
431,Ward 7,14649,सिफल पन्नाहिटि गल्लीमा प्लास्टिक जन्य फोहोर बालेर प्रदुषित बनायो बस्न गाह्रो भयो तुरुन्तै नियन्त्रण गर्नुपर्यो भनि गुनासो आएको ।,01/08/2025,नगर प्रहरी बल,closed
432,Ward 4,14645,चण्डोल चोक नजिक न्युटन स्कुलको अपोजिट फुटपाथमा घरवालाले फोहोर पानी पठाएर फुटपाथ नै हिलाम्य भएको छ । हिँड्न पनि मिलेको छैन । अनुगमन गरी कारवाही गर्नुपर्यो ।,01/07/2025,नगर प्रहरी बल,closed
433,Ward 32,14643,"कोटेश्वर सुविधानगर एरियामा सिरक, डसना बनाउनेहरु ले विहानै देखि माइकिङ गरेर, जोगीहरु दिनदिनै माग्न आएर हैरान बनाइसके भन्ने गुनासो आएको छ ।",01/07/2025,नगर प्रहरी बल,closed
434,Ward 7,14642,कामपा ७ वडा न्यु सृजना गल्लीमा कामपाले राखेको ब्लक उप्काई भत्काई आफु अनुकुल घर छिर्ने बनाएकोले अनुगमन गरी कारवाही गरी पाउँ ।,01/06/2025,नगर प्रहरी बल,closed
435,Ward 16,14641,वडा नं. १६ स्थित नयाँबजार मेडिकल कलेजको चौकको लाइनमा पैदल हिड्ने स्ट्रिट बाटोमा विछ्याएको ढुङ्गाबाट निस्केको साना टुक्राहरु बाटोमै छोडेका कारण हिडन समस्या भएको भनि गुनासो आएको ।,01/06/2025,नगर प्रहरी बल,closed
436,Ward 29,14639,पुतलीसडकको कम्प्यूटर बजारको विपरित पुरानो घर भत्काउदा निकै धुलो उडेर बस्नै नसकिने भयो भनि गुनासो आएकोले अनुगमन गरि कारवाही गरिदिनु हुन अनुरोध ।,01/06/2025,नगर प्रहरी बल,closed
437,Ward 7,14637,वडा नं. ७ चावहिल गणेशथान नजिकै exotica रेस्टुरेन्टको ९ तल्लामा रहेको होटलमा चर्को आवाजमा म्युजिक बजाएर जनजिवन कष्टकर बनाएको साथै ध्वनी प्रदुषण गरेको भनि गुनासो आएको ।,01/06/2025,नगर प्रहरी बल,closed
438,Ward 9,14633,वडा नं. ९ वत्तिसपुतली कुमारी मन्दिर नजिकै लक्ष्मी कोलोनी अगाडी ढल निर्माणको लागि ह्यू पाइप वाटोमा विगत १ हप्ता देखी बाटोमा हिडडुल गर्न समस्या भएको भनि गुनासो आएको ।,01/05/2025,नगर प्रहरी बल,closed
439,Ward 10,14632,"Distrubances with rough words till 9:00 pm at futsal in Swapna Vatika School, Buddhanagar, Kathmandu",01/04/2025,नगर प्रहरी बल,closed
440,Ward 10,14631,अनामनगर भाटभटेनीले सामानको विज्ञापन गर्दै चर्को आवाज निकालेर ध्वनी प्रदुषण गरेर जनजिवन कष्टकर भएको भनि गुनासो आएको ।,01/04/2025,नगर प्रहरी बल,closed
441,Ward 5,14627,"There is a FACTORY next to Mel Milap Ayog in Handigaon, ward no 5, which is a heritage area as well as a residential area. This is not legal.",01/03/2025,नगर प्रहरी बल,closed
442,NoWard,14624,"विषय: अनामनगर भटभानीमा लाउडस्पिकरको कारण ध्वनि प्रदूषणको गुनासो

आदरणीय महोदय/महोदया,

मैले अनामनगर, भटभानी क्षेत्रमा लाउडस्पिकरको अत्यधिक प्रयोग र त्यसबाट उत्पन्न भइरहेको ध्वनि प्रदूषणको सम्बन्धमा यो गुनासो पत्र लेखिरहेको छु। विगत केही हप्ता देखि यहाँ लाउडस्पिकरको आवाज अत्यधिक वृद्धि भएको छ, जुन स्थानीय बासिन्दाहरूको लागि असह्य र अशान्तिकारक बनिसकेको छ।

विशेष गरी रातको समयमा र बिहानको समय पनि अत्यधिक आवाजको समस्या छ, जसले गर्दा यहाँका बासिन्दाहरूको शान्ति र शरिरिक तथा मानसिक स्वास्थ्यमा असर पुगेको छ। यसले हामीलाई विश्राम गर्न, काम गर्न र हाम्रो सामान्य दैनिक क्रियाकलापहरू गर्नमा गम्भीर कठिनाइ पुर्याइरहेको छ।

मैले निम्नलिखित बुँदाहरूमा कार्यवाहीको अनुरोध गर्दछु:
1. स्थानीय नियमहरू अनुसार लाउडस्पिकरको आवाजको स्तरलाई नियमन गर्नुहोस् र यसका प्रयोगलाई निश्चित घण्टाभित्र सीमित गर्न अनुरोध गर्दछु।
2. यस प्रकारको प्रदूषण गर्ने व्यक्तिहरूलाई चेतावनी दिनुहोस् र यदि आवश्यक भएमा जरिवाना वा अन्य कानूनी कार्यवाही गर्नुहोस्।

म तपाईंको छानबिन र चाँडो कार्यवाहीको अपेक्षासहित यो पत्र लेखिरहेको छु। आशा छ कि तपाईंको पहलले हाम्रो क्षेत्रको शान्ति र सद्भावमा मद्दत पुग्नेछ।

यस गुनासो पत्रलाई गम्भीरतासाथ लिई उचित कदम चाल्नु हुने आशा राख्दै,

धन्यवाद।",01/03/2025,नगर प्रहरी बल,closed
443,Ward 7,14623,I have open space near my home. The people around are throwing the waste which is polluting the community. I request the metropolitan police to visit and warn the people around. The place is ward no 7 near om health campus,01/03/2025,"नगर प्रहरी बल,वातावरण विभाग",closed
444,Ward 23,14612,का.म.पा. वडा नं. २३ स्थित जोरगणेश मन्दिर सँगै नासःद्यःको मन्दिर पनि छ । उक्त नासःद्यःको मन्दिर अगाडि सानो खुल्ला जग्गा छ । उक्त जग्गामा मानिसहरुको पहुँच कम गर्न बार र फलामे डण्डीहरु राखिएका छन् । भन्ने बेलामा मानिसहरुले पार्किङ्ग नगरोस् भनेर राखिएको भन्छ । तर भित्र टन्न पार्किङ्ग गरिएको हुन्छ । खासमा भन्ने हो भने उक्त जग्गा एक हिसाबले त्यस वडाका दलित वडा सदस्यमा निर्वाचित महिलाले आफु मनपरी गरी रहेको छ । निजको घरमा पसल भाडामा बस्ने व्यक्तिले सोही जग्गामा मोटरसाईकल वर्कशप पनि चलाईरहेको अवस्था छ । पार्किङ्ग पनि निजले चाहेको मान्छेले मात्र उपभोग गर्न पाउने गरेको छ । यस सम्बन्धमा कुराकानी गर्न खोज्यो भने नीज वडा सदस्य आफै एकदम ठूलो ठूलो स्वरले कराएर झगडा गर्न आउने अवस्था छ । ,01/02/2025,नगर प्रहरी बल,closed
445,Ward 14,14610,१४ वडा LRI जाने ओरालोमा पोलको तार भैँ मा लातारीएर एकसिडेन्ट हुने सम्भावना छ हटाउन पर्यो,01/02/2025,नगर प्रहरी बल,closed
446,Ward 26,12697,"ठमेल मुनलाईट होटेल र रामडा होटेलको पूर्व गेट अगाडी विच वाटोमा एउटा  सिमेन्टको पिलर राखेको छ जसले गर्दा वाटो साँगुरो वनाएकोछ हटाउन पर्यो 
",01/02/2025,नगर प्रहरी बल,closed
447,NoWard,12695,"सानो भर्याङ्ग यातायात कार्यालय अगाडी बाटोमा बाइक,गाडी पार्किङ्ग गरेर आवतजावत गर्न निकै कठीनाई भयो । उचित व्यवस्थापन गर्नुपर्यो ।",01/01/2025,नगर प्रहरी बल,closed
448,Ward 29,12687,"अनामनगरको भाटभटेनीले लाउड स्पिकर लगाएर विज्ञापन गर्ने, कराउने गरेर बस्नै नसक्ने भइयो । बन्द गराउनुपर्यो ।",12/31/2024,नगर प्रहरी बल,closed
449,Ward 29,12683,कामपा २९ वडा डिल्लीबजार चारखाल जाने बाटोमा गणेश मन्दिर नेर सुकाम सर्भिस सेन्टर भत्काउँदा रहेको खाली जग्गामा ९/१० जना सडक वालवालिकाहरु tent लगाएर बसिराखेका छन् । तिनीहरुलाई के कसरी व्यवस्थापन गर्न सकिन्छ । व्यवस्थापन गरिदिनुपर्यो ।,12/30/2024,"नगर प्रहरी बल,सामाजिक विकाश विभाग",closed
450,Ward 22,12680,न्युरोड पशुपति लगाएतका एरियामा समलिङ्गीहरुले जवर जस्ति माग्ने र नदिएमा गालि ग्लोज गर्ने र लज्जीत वनाउने गरेर दुःख दिएको छ नियन्त्रण गर्नु पर्यो,12/30/2024,नगर प्रहरी बल,closed
451,Ward 32,12679,जडीवुटी स्वर्ण गल्लीमा एउटा खाली जग्गामा पथ्थरका सिलौटा वनाउने ले ठाक ठुक गरेर टोलै असान्त वनायो वस्न सकीएन हटाउन पर्यो ,12/30/2024,नगर प्रहरी बल,closed
452,Ward 5,12676, मालिगाँउमा दिनदिनै आगो बालेर वातावरण प्रदुषण गरिरहेका छन् महानगरपालिकाले pollution बढ्यो भनेर आगो नबाल्ने भनी जारी गरेको सूचना पनि त्यति effective भएन Monitoring गर्नुपर्यो भन्ने सुझाव आएको छ । ,12/29/2024,नगर प्रहरी बल,closed
453,Ward 7,12674,७ वडा स्थित सिफलमा पन्नाहीटी गल्लीमा रहेको मेरो खाली जग्गामा स्थानियले पलास्टीजन्य फहोर फालेर थुप्रो वनाय समझाईदीन पर्यो,12/29/2024,नगर प्रहरी बल,closed
454,Ward 8,12673,८ वडा पिङग्ला स्थान नजिक रहेको JS Pasupati होटेलले ५/६ दिन देखी ठुलो आवाजमा ड्रम वजाएर राति १०/११ वजे सम्म सुतन दीदैन कारवाही गर्नु पर्यो ,12/29/2024,नगर प्रहरी बल,closed
455,Ward 11,12671,Mero tol bhoteyabahal ma pasal haru darta na gari sanchalan ma xa ani school najakai locle raksi pasal haru pani dherrai xa rati 10 bazey vanda pachi pani sanchalan ma huncha halla vayara dherrai garoo vako xa so yesma mahanagar ko dhyan jawos ,12/29/2024,"नगर प्रहरी बल,राजश्व विभाग",closed
456,Ward 8,12670,Ward #8 Pingalastan. Hotel JS Pashupati le ekdam thulo noise ma speaker haru bajaera dukha dieka chhan. Deuso ani raati 11 baje tira samma pani thulo swor ma bajaeko cha sabai lai disturb hune gari. Hotel JS Pashupati in Pingalastan ward 8.,12/29/2024,नगर प्रहरी बल,closed
457,Ward 8,12669,Ward 8 pingalastan. Hotel js pashupati has been causing a lot of disturbance by playing loud music and instruments all day and even upto 11 at night. Request them to stop but they have not complied. ,12/29/2024,नगर प्रहरी बल,closed
458,Ward 32,12668,कामपा ३२ वडा जडिबुटीको तरकारी बजार नेर दुइ जनालाई टहरा बनाउन नदिइएकोमा तेस्रोलाई चाँहि टहरा बनाउन दिइएको छ । कसैले पाउने कसैले नपाउने कस्तो नियम हो यो । अनुगमन गरी आवश्यक कारवाही गर्नुपर्यो ।,12/28/2024,नगर प्रहरी बल,closed
459,Ward 16,12665,वालाजु भ्यालीकोल्ड स्टोर पछाडि झाँक्री मन्दिर संगै रहेको वगैचामा धोविले लुगाधोएर सुकाउदा का म पा ले वानाएको सुन्दर वगैँचाकाो विरुवाहरु भाचीएको छ रोक्न पर्यो ,12/28/2024,नगर प्रहरी बल,closed
460,Ward 16,12664,"Kathmandu metropolitan city ward no 16 ko Taudol Marga ma 125 kva high tension line muni RCC building tapai haru ko roka gare pani nirman karya jari chha night ma slap dhalan garne plan ma chha, usko building structure destroy garnu paryo ",12/28/2024,नगर प्रहरी बल,closed
461,Ward 22,12663,"Rati ko 12 bajey paxi pani thulo awaj ma chimeki ko ghar bata halla gareko sambandha ma. Ghar ko kotha sun (gold) banaune byakti haru lai vada ma diyeko ra sohi kaam raati matra thalne hunla asanta vayeko xa. Dherai patak vanda pani ghar dhani aawaj naako dabi garne hunale yaha gunaso rakhiyeko ho. Location: Tebahal-22, opposite to sunrise laxmi bank galli.",12/28/2024,नगर प्रहरी बल,closed
462,Ward 29,12662,डिल्लीबजार चारखालको बाटोमा तीन दिन देखि माग्नेहरुले बाजा बजाउँदै माग्न आएर हैरान बनाएका छन् भन्ने गुनासो आएको छ ।,12/27/2024,नगर प्रहरी बल,closed
